Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,85.63321661,101.9158331,132.9673348,128.9480742,142.1064176,146.8396411,115.9745218,133.0218819,140.6591237,171.9306272,157.2269139,137.8007869,143.5404806,149.2721318,151.0740638,158.9730005,156.5448057,145.6298082,145.6021783,137.2647696,135.4032631,131.3194081,130.7952567,116.2817894,116.3806898,110.7645399,116.566019,122.4814602,120.1330801,118.1137916,115.4232075,115.2835995,103.5815824,104.7065185,103.6467174,103.7808393,107.1857106,106.6894271,95.20572059,90.18543202,,,
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,27.04967446,27.42192842,26.56795406,26.83295147,28.69598002,28.48136793,28.05569246,26.77031906,26.77683684,25.28282272,26.19196223,25.59160589,24.79318407,25.16935695,26.36215822,29.01009022,26.90006488,28.66956721,28.21509927,29.66514036,32.34416729,31.6487229,30.3671689,29.21488499,28.58214061,32.56175204,33.08907163,32.58501687,32.63453642,32.13035091,32.22022756,32.25551175,33.11026418,35.46651932,36.52612843,37.80155166,38.33233194,38.07481123,40.07043056,39.13464841,41.02901118,44.36520836,41.55727587,40.29614463,37.12073437,39.27118264,41.60422709,42.05143968,42.8703327,45.79790421,40.64967173,41.90673306,43.21034667,41.20843035,42.50649034,41.49437308,40.77764142,41.77000012,43.19226112,45.6862153
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,54.86039175,54.38047115,54.29601922,54.45681994,59.56773178,56.59913416,59.91628163,60.27759568,59.66798776,63.31721913,66.82500605,68.3965503,64.11711392,62.47218499,66.57500604,70.08316148,64.01459721,62.85372273,66.56255034,70.53835879,71.48836948,70.04840589,67.63016747,63.26505049,65.98709334,68.2566011,70.08367112,74.86769022,76.92714939,78.26014034,85.36049562,87.53666476,86.948168,86.38738242,90.79234569,94.03380568,98.08831121,100.7332541,102.0736827,87.06223097,99.01979624,105.1027886,105.1521774,104.0664141,103.5035353,102.4273154,101.0686854,104.7731763,107.7902618,107.7247034
Azerbaijan,AZE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.08321965,86.86377246,140.7999834,133.4904459,55.34931946,85.89371075,80.84974017,82.07896653,77.2278091,69.82596488,78.54856828,78.81518549,92.81814433,107.5519485,121.5071159,115.8418846,105.2623998,96.64180815,89.24289686,74.74404168,74.98598846,80.50804501,78.26306954,74.67584476,69.4832252,72.60150791,90.07731873,90.40231568,91.67257654,86.04387801
Burundi,BDI,Trade (% of GDP),NE.TRD.GNFS.ZS,25.89285744,27.58620798,29.50819589,21.80451147,26.17449661,22.88225297,23.7683402,22.68636626,23.6625078,21.75328967,22.30979655,22.60743004,26.80941312,24.34890434,25.28733518,27.27741632,30.37936063,34.88702915,31.93409359,36.88478616,32.1014456,31.18104621,37.11942099,33.79333982,35.05631669,31.81352155,34.0388589,35.48353466,38.5439533,32.68930939,35.64813955,38.42256048,38.22613141,36.5429966,38.75352358,40.20462641,21.57372227,24.27537923,27.44002999,23.53974528,22.55372449,20.96404561,21.67382941,27.37631208,31.57611818,35.1,42.4,38.79999877,47.19999958,35.80000356,39.5000054,43.00000284,43.69998901,46.60001311,41.75769218,32.54195414,31.74422378,34.3962372,39.21004306,41.85736024
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,87.72730292,85.58408226,85.21443989,94.14409402,105.2710783,91.52374946,96.81575755,95.67752315,92.31260503,101.5729704,103.0554476,110.2213525,117.9253486,120.395563,128.2307356,123.8769854,112.3270244,109.9191003,116.4229469,124.9369324,121.4678509,118.590138,115.0692878,109.0127373,113.2322997,116.3785678,119.2127758,125.6889401,124.7091226,125.1699905,142.2301351,139.5768398,136.0851495,132.7155528,136.9184053,144.5290507,149.5675093,152.4684469,161.0884478,135.4060405,149.9976731,161.4937237,160.7460302,157.850845,158.7832159,154.1925465,157.6115953,163.3786337,165.4183303,163.2932215
Benin,BEN,Trade (% of GDP),NE.TRD.GNFS.ZS,18.23419982,14.11812169,13.47712766,15.44725902,17.38050343,22.17327364,23.04260784,27.43808832,28.41122937,33.20172495,39.63790345,45.61841272,41.18455161,41.61214261,43.8114045,47.94122796,44.01975771,50.95968552,51.07045265,54.53816815,53.1386196,59.8893721,57.85733537,45.34201189,50.51130349,60.30121798,49.2914177,46.21813521,45.88682803,38.30036736,45.72018215,51.34471684,56.7407458,55.38179913,64.40047925,63.80014001,56.51779145,58.71162961,59.5936253,54.39178915,47.3481515,48.25717064,43.76842254,41.61623056,39.90297434,39.09593119,39.77469871,49.11378415,47.77535927,44.70262906,51.43085995,47.21702881,50.73673678,59.20019183,65.26827494,56.75631318,58.98692834,61.47659696,61.84471851,63.68133231
Burkina Faso,BFA,Trade (% of GDP),NE.TRD.GNFS.ZS,20.70137006,21.21886244,21.23794839,21.24850128,14.31727564,16.02921712,16.70021919,18.85581328,21.49212882,22.34960836,21.59701042,25.44255661,27.68872686,29.23133631,32.79367889,37.49937071,35.21349568,38.40353376,35.21924848,37.52857807,40.21302868,40.71152425,39.81975144,37.45829725,39.71870566,40.94754698,37.96172942,39.43994633,38.12968228,32.39475994,35.42265044,33.79623643,28.37401638,29.62508395,39.22922224,40.74747142,38.18029777,37.41641878,40.93978358,35.25481578,35.12294197,31.65817081,31.31252285,30.36823641,35.4809436,34.17216977,35.10654236,33.77971729,35.38531698,40.29598367,49.07323854,57.4972531,61.23860798,64.0358513,58.82356249,59.08918131,57.94195823,58.99039005,59.74448417,60.18214321
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,19.30394367,22.48235237,21.55484828,21.63976306,24.15026781,23.02931371,22.93610297,21.90186011,19.93714038,19.81132117,20.82059695,17.01907184,19.40728956,18.39465651,14.04962107,10.99562613,22.38227493,19.4221982,21.03851496,21.90706354,23.37723111,19.24715909,20.60692419,20.31688062,16.81172717,18.22218462,17.01874251,16.68779763,17.67806431,18.32517402,18.96650201,18.88982689,19.9340055,23.12158307,22.86586455,28.20949608,26.07608772,26.32551339,27.8800634,28.38794056,29.32171436,32.09801707,28.96738072,27.6578849,26.85823415,34.39693486,38.11192443,39.94238265,42.62091403,40.09279622,37.80284267,47.42084984,48.11092275,46.29640272,44.5140802,42.08599631,37.95430073,35.30399652,38.24489299,36.75929975
Bulgaria,BGR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,66.39641735,70.1610468,67.49939682,74.08786299,78.37731166,85.99736772,83.50356439,83.40765316,91.46175131,94.57897077,69.84706085,82.68238762,100.0498008,84.04148545,90.72012938,55.26269168,85.82067374,86.46373647,77.04520886,90.07497605,77.74570692,79.08136875,75.26961101,79.01388106,93.06389119,99.71421333,111.0474628,123.6096462,124.7858857,92.7360056,103.7130373,117.8744263,124.53502,130.1175946,130.6324779,127.0252552,123.1892853,130.2715688,129.1337324,123.723105
Bahrain,BHR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,239.348925,251.1388833,225.7586884,189.6325833,190.330269,191.6102323,183.5235689,189.7679308,172.8324115,186.2738212,210.1609658,180.6418102,181.1240372,164.6038971,155.1781716,152.4643154,164.1154193,148.5820781,128.4891015,141.8316988,135.8091353,127.0262663,131.1336342,128.0915822,140.73731,148.3135251,147.1041811,137.7850506,145.8825111,117.9637254,120.4723945,174.155268,185.8846506,191.8725541,175.5678369,154.5569975,139.5549251,143.2891693,151.4048543,
"Bahamas, The",BHS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,148.7938289,150.1802018,129.075265,133.2584438,129.7511392,125.3373883,124.5844875,121.8950566,124.0617109,121.7229525,117.1260176,,111.0003266,110.1200253,106.1186181,101.4615632,103.3599612,104.4019638,104.4654418,105.856747,79.73488557,77.72616717,75.70273833,79.64494389,72.50088064,70.27798171,71.06354051,76.00198337,81.39627092,87.5507143,88.01281556,87.42922288,76.52104396,78.67560243,88.33368916,84.25073457,85.72334725,87.19818937,73.00017869,72.42344033,75.65429945,77.35039639,
Bosnia and Herzegovina,BIH,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8472277,91.87961266,107.5000435,100.6309648,125.6666091,121.8205416,104.1924382,104.3189001,95.27847913,113.4597628,94.65502596,103.2648721,98.04352199,83.55185741,86.16288124,73.74749783,80.96821232,87.836342,88.145104,87.93123832,90.61387032,88.19830094,87.94557066,97.87417784,99.22408337,95.88061828
Belarus,BLR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6073903,66.66666667,117.3913043,150.964467,155.3757095,103.7181948,96.77489979,125.5161792,122.9576977,120.8351178,141.609166,137.0449305,131.0020583,134.1418523,142.1365104,118.8843517,124.2951039,128.153878,129.5994785,108.6356448,115.917973,157.9742551,153.0852693,119.8159652,110.6514244,115.9148262,125.2093229,133.3677547,139.3937363,133.3459895
Belize,BLZ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,102.3417477,106.3846828,97.99377879,94.22785202,109.3832703,90.62178003,93.69069987,101.456893,107.2963993,104.3256,100.2416287,43.6228802,102.6386952,96.87511973,102.2701109,97.07201788,100.2693005,108.4864561,109.5091681,121.6757865,126.648681,120.4477112,119.6548997,119.9543315,109.7479954,118.6495123,123.5255588,124.1319479,133.7119658,109.4565513,117.7004466,126.9477067,128.2563694,131.9538211,127.5883029,125.07681,114.2141936,113.4110939,115.7102635,115.710072
Bermuda,BMU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.99970619,77.26918707,76.48018627,75.41665184,77.26078321,,,,,,
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,40.14288904,39.73727422,40.75464614,43.32287308,43.77224199,48.14763231,47.73584906,48.51319746,43.81868132,43.67077146,48.9571263,45.78979717,45.13157895,56.03434631,62.09013468,58.15495241,57.56306364,56.41907062,52.70338555,51.57077929,46.84684685,46.52777778,58.37988827,52.38853503,49.4702021,41.89276456,47.04372596,43.86816079,41.90625145,45.65467871,46.70327322,48.4449665,49.11085697,47.4671275,48.86085141,49.7379857,49.85629111,50.46966341,52.28116177,44.16825464,45.59777511,45.22782135,49.35026047,51.96783514,57.46426632,67.64194249,74.53784911,76.06191165,82.8670212,68.62707452,75.51162599,82.48039464,84.94876125,81.2309077,85.264469,67.93284494,56.40103455,56.70465284,57.10996472,56.39730664
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,14.17633202,14.61886702,9.057734119,18.14745427,12.06300928,13.29168623,12.81640431,11.53794213,12.61091042,13.17411689,14.4791955,14.55128018,16.10325126,17.77325882,21.89684749,19.04415313,16.46833138,15.17011611,14.53997323,16.29947274,20.35856053,19.2198034,15.88416173,20.43016279,21.47197221,19.34327423,15.17116523,15.65260586,16.58075476,14.39087766,15.16175556,16.59091663,19.25334358,19.59931629,19.33290546,16.98446,15.63559148,16.57620926,16.43858493,20.98216648,22.63976136,26.93628502,27.6183574,28.14038472,29.67825248,27.08679521,26.04169988,25.29261137,27.25756942,22.1059756,22.77217811,23.93441065,25.11429438,25.78597608,24.68540582,26.95364262,24.53369803,24.32771373,29.39778256,28.97662365
Barbados,BRB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,110.7908143,111.3018172,110.6993826,126.4343557,141.5560335,120.8497053,109.4466756,110.7603588,118.8817377,118.2539683,108.6525573,92.34179248,77.34247375,79.71201317,83.53903346,86.5035829,81.97588583,75.9223301,80.08192771,83.42038364,91.89952904,93.41607068,95.76318408,88.04447582,88.19100556,90.5785259,86.36274349,83.47175278,90.09191463,92.04674118,97.61618013,102.4454096,99.31839859,102.3118746,89.38460419,95.90885872,93.47390553,89.7597885,87.88422065,85.34799638,84.53139873,85.26712319,82.91430092,80.99289983,83.69167115
Brunei Darussalam,BRN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,107.4076905,113.4854173,111.9137681,110.7220592,109.485414,109.1994555,105.0257732,106.8567402,106.569503,107.2514433,,,,,,97.01921056,99.07538003,106.8491009,105.7813646,106.5269822,99.48742592,115.5439642,120.5739637,115.6796683,107.8761062,104.2195716,103.1716255,108.7188707,108.7479691,105.2584676,100.5895707,97.45761662,96.94114936,95.75046726,105.9138441,108.5726365,95.36894596,99.53654036,105.641024,110.9368788,102.4209688,89.8937898,87.31826708,85.17674905,93.89631987,108.5096584
Bhutan,BTN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,51.3479722,63.47852371,61.39388586,57.83123597,58.06120216,66.13058396,70.05223664,61.63850144,77.18904377,66.01540588,57.48298356,72.28102977,87.89033266,75.66203313,68.95478401,80.3984622,81.15644934,82.02069344,82.51759968,81.81567376,80.35345515,76.42748593,75.47709853,78.63080373,95.94431022,105.5242322,116.5497824,114.9338032,109.4032625,109.569558,115.9244961,114.4008334,104.1868418,105.1993064,98.30909802,102.1917281,85.40505337,82.80984452,86.71171549,
Botswana,BWA,Trade (% of GDP),NE.TRD.GNFS.ZS,65.91957811,69.74182766,72.76503188,76.3398002,77.38771244,82.31707317,80.21680217,75.38734111,86,75.33753375,85.56925308,94.71365639,97.91502754,100.7966952,105.6984852,107.3862555,116.7078825,120.2103879,120.5849269,119.3729422,119.5015463,121.2353923,123.8361801,124.6490648,118.7734707,117.5228082,117.4595896,123.5717533,114.4515902,105.3608646,104.8473204,99.55838535,89.75125459,86.20820501,88.18060973,94.59517165,90.95557528,108.6044152,101.8410393,98.9290812,91.92472969,87.52506557,91.83577406,85.83404252,90.99782289,88.50535206,86.33458892,95.1046388,96.71591034,86.68601991,94.89979632,103.5455788,110.6548963,122.5535587,113.8849444,105.9347707,96.76242295,75.60240689,79.50776743,74.11064198
Central African Republic,CAF,Trade (% of GDP),NE.TRD.GNFS.ZS,57.45453674,62.2516546,62.29507257,63.72239745,69.25285968,64.76964499,70.87628866,73.20096774,73.94352311,64.93312236,73.5008478,67.22269528,58.74788774,65.10492521,71.07293707,61.05031664,51.51347707,59.52930382,57.3060779,57.56550683,66.30232808,58.44319389,56.40225873,60.76526042,58.89567164,53.6444942,46.80905809,46.39443456,42.79863463,46.76704756,42.94298352,43.70932169,43.22907608,39.98862202,48.41803223,50.47589112,47.08440503,55.81850836,51.04953188,43.2123439,45.65978199,39.73049974,36.10856478,36.231226,33.24395492,35.07093687,36.39587023,37.58089902,34.43752181,31.49424649,34.43048195,34.47561833,33.05944859,38.39928757,53.09509202,53.14514778,50.53064402,57.14354571,65.86364686,66.13513044
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,,35.90078147,35.60278527,35.41836266,37.09608254,36.98539632,38.40814908,39.23638685,40.85157035,42.02169374,41.6320831,40.82405182,41.99009521,44.43751005,48.24652072,46.01016347,44.4144946,45.91256001,49.0090977,52.41406148,53.49762854,52.27813173,46.78558224,46.88973554,52.6754345,53.0490388,53.28572791,51.08073422,51.57086552,50.25768804,50.17510898,49.40086063,52.9160539,58.44081718,64.59258753,69.28235298,70.49052359,74.58291846,78.35142618,80.39091729,83.04164705,78.62104945,75.97658417,70.08726587,70.43207563,69.98287966,68.2513217,66.45730751,67.19054669,58.62246509,60.34993632,62.64496402,62.59554894,62.2310749,64.37866216,66.16490207,65.36368452,65.03374189,66.11327352,64.9767045
Central Europe and the Baltics,CEB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77805369,69.22176896,74.34943703,74.51366827,74.2271066,80.71463866,81.28650906,80.04329791,84.22276824,91.25688075,94.15874159,102.412781,105.2578395,104.7804368,93.54630096,105.3380247,114.0043386,117.3533541,118.4314406,121.4387562,121.8150076,122.6271275,126.0578827,127.3728395,124.9552682
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,84.28772998,79.97482867,77.98517565,78.94540743,83.99954737,75.31904014,80.25209246,88.81054328,85.04922472,89.26442028,96.49089832,97.54356682,89.45842504,88.40890371,93.11316572,94.28912989,88.2949532,82.15943274,84.5896838,89.68595472,83.70214449,79.24402912,79.83341273,78.47797237,76.95232647,77.09564281,79.67016553,89.37290706,88.86629251,90.07522477,98.10559702,96.16370429,91.15303421,89.52990145,93.99255351,100.3298136,104.5178372,111.3108466,114.7793951,106.9301665,117.2521767,122.4961726,123.6823644,131.7965514,116.8601163,112.730195,119.9722196,119.5080307,120.032796,119.4384956
Channel Islands,CHI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Trade (% of GDP),NE.TRD.GNFS.ZS,28.88948808,26.92919556,24.14915499,27.0672236,25.47595798,25.93150634,27.74484488,26.95417374,26.79748546,30.14406746,28.32511321,22.88063245,22.72134116,28.68984156,38.83657757,50.6844367,44.24853613,41.74891303,43.47639321,47.67602998,48.12002803,41.75941291,39.86521158,44.82003553,47.26180326,50.58382571,52.05370915,54.19303685,58.45454037,62.97292377,61.74569052,58.09429368,56.25405055,53.6090644,53.21502871,54.96715328,54.7679748,54.9466136,54.32116368,55.34726711,59.31582211,63.14312621,63.39372549,66.31628662,69.73366335,71.61676087,73.09865108,76.4074155,80.78977343,66.33720292,69.063716,72.20566595,68.2718464,64.97347661,65.27258784,58.9722753,55.68804149,55.65566555,57.35164666,56.76178882
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,8.734099721,7.360220725,6.960936156,6.865336858,6.633104293,6.828143022,6.729496479,6.253483447,6.220973568,5.453062889,4.952406018,4.920835199,5.755367497,8.000145127,10.33348658,9.554202994,8.836913605,8.384615385,9.650141541,11.08657813,12.42484853,14.89718198,19.69296831,17.92110271,19.03261174,20.71285501,19.88147995,24.85766508,30.06477059,25.1056952,24.27313211,25.94972411,30.14571646,36.05607787,35.76981499,34.27409603,33.81474547,34.53301736,32.42469627,33.52456673,39.41053879,38.52735928,42.74740363,51.803988,59.50552422,62.20789287,64.4788839,62.19336894,57.61271765,45.18487605,50.71707222,50.74090256,48.2675182,46.74437791,44.90521627,39.46417037,36.89441301,37.63241544,37.45624476,35.68008749
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,57.14406757,63.39605592,60.1395535,57.45531759,60.60880001,66.94763093,65.10334587,65.01500699,68.6948357,63.83159118,64.8769567,60.63731917,62.51877165,68.98587056,84.07307131,73.31336679,77.98922386,78.95660403,73.95669728,72.26592824,76.18028969,77.45919888,75.75002167,72.68017697,77.10319819,79.17251371,69.67735716,63.05024828,58.37827152,61.08854404,58.80149561,56.99782131,60.02506534,55.34852185,69.83665802,76.20234391,73.51927601,78.20804764,76.3666435,76.54000125,74.63780424,73.55035201,79.8636641,75.26749055,84.60668736,93.92263771,95.06972995,89.43763142,87.27485334,90.77922973,93.95943422,91.15483119,93.67447578,80.12682964,73.64524821,52.71578279,47.51560255,48.54077832,45.67570096,45.59707942
Cameroon,CMR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,48.0200388,44.57197133,43.20451703,46.75675569,46.24256492,50.87995264,50.17613052,46.47761949,44.6908941,48.23801324,48.2279939,50.00721606,52.86570896,51.77722644,49.32094172,55.01613909,50.28117841,62.12539352,59.70119087,64.47202025,65.02458838,46.00580702,37.32029527,31.99460886,38.47648378,37.49644544,34.63877936,38.86259217,26.45271297,40.03701821,38.25012503,46.43775955,49.84270432,45.01641779,40.36685344,50.85286897,54.12511636,51.84281763,46.64148434,46.93507784,50.9685648,51.9471282,58.49317595,61.97959826,47.7725182,49.12385531,56.93629891,56.38711416,55.60547716,55.06479448,49.869207,43.20451792,41.18996694,43.01128301,40.55391185
"Congo, Dem. Rep.",COD,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.51672247,52.20853142,60.31625674,33.75000042,62.67930673,41.17766082,27.01440292,25.04193751,29.31684564,54.03135618,49.33641463,52.3146047,47.96325962,80.14205505,83.77229165,62.94687936,90.7476103,85.19814419,68.3517114,77.46594515,78.69015013,59.33243096,55.92521026,74.29137962,72.28957574,67.28727813
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,106.0604921,103.1207575,93.44131169,94.32042104,94.60161267,89.09463187,80.99630996,86.30140176,87.62057878,88.9695727,92.49997368,85.2310873,80.09662802,74.99999172,112.7039177,99.6350365,106.9328952,110.8509521,104.7905245,96.03921569,120.1442841,134.1148237,123.7746479,109.7097097,107.2509129,112.7935723,93.50223489,80.35519248,81.04704097,83.35300932,70.81935433,69.68454299,57.14070589,74.17619428,132.7362484,128.3125043,128.4076633,135.7581795,148.9016625,131.3941903,123.9098844,130.7324811,135.4560711,156.8617773,131.3681987,138.6635673,149.7796445,132.0525974,122.1539888,120.6233994,139.817599,145.1187792,144.1044148,142.6044414,143.2393833,165.6458629,152.1423458,153.7009719,155.2876215,112.2508627
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,30.45201202,26.82114888,24.45081756,24.33324947,24.60911788,21.84400212,24.32830729,21.55400928,24.58445758,25.54865387,27.82522897,27.98326983,26.05292858,27.58841915,30.17054196,29.82883577,30.94125162,30.06442476,30.42451404,28.66160225,31.81498673,27.26938485,26.10377296,23.69982093,24.34875009,26.33310128,30.83063591,29.86555019,30.142802,31.82162185,34.77781038,33.52991809,33.61159134,36.17747144,35.91753745,35.49723032,36.04410719,35.59706809,35.90892305,36.14927931,32.66708547,33.90111179,32.98263921,36.51618352,35.86342693,37.42269749,39.64135596,37.0988971,39.16764942,35.15612851,34.26460317,39.47042355,38.83515102,37.9866488,37.48746564,38.36076412,36.20265298,35.28291494,36.56188922,38.09475797
